sequence	Ref. ID temp (Integer starting from 1 and counting upwards)	SAM_Position	Ref. Lead author	Ref. Publication date [year:mm:dd]	Ref_journal	Cell. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...]	Cell. Area. Measured [cm^2]	Cell. Number of cells per substrate	Cell. Architecture [nip/pin/ ?€?]	Cell. Flexible [TRUE/FALSE]	Cell. Semitransparent [TRUE/FALSE]	Module [TRUE/FALSE]	Module. Number of cells in module	Substrate. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...]	ETL. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...]	ETL. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> ?€?| Proc. 4 | ... ]	Perovskite. Single crystal [TRUE/FALSE]	Perovskite. Dimension. 0D (Quantum dot) [TRUE/FALSE]	Perovskite. Dimension. 2D [TRUE/FALSE]	Perovskite. Dimension. 2D/3D mixture [TRUE/FALSE]	Perovskite. Dimension. 3D [TRUE/FALSE]	Perovskite. Dimension. 3D with 2D capping layer [TRUE/FALSE]	Perovskite. Dimension. List of layers [Dim.1 | Dim.2 | ?€?]	Perovskite. Composition. Perovskite ABC3 structure [TRUE/FALSE]	Perovskite. Composition. Perovskite inspired structure [TRUE/FALSE]	Perovskite_composition_long_form	Perovskite_composition_inorganic	Perovskite. Composition. Lead free [TRUE/FALSE]	Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV]	Perovskite. Band gap. Graded [TRUE/FALSE | TRUE/FALSE | ...]	Perovskite. Band gap. Estimation basis [Absorption/Composition/Literature/EQE/?€?]	Perovskite. Deposition. Number of deposition steps	Perovskite. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> ?€?| Proc. 4 | ... ]	Perovskite. Deposition. Aggregation state of reactants (Liquid/Gas/Solid) [Agr. 1 >> Agr. 2 >> ... | Agr. 3 >> ?€?| Agr. 4 | ... ]	Perovskite. Deposition. Synthesis atmosphere [Gas1; Gas2 >> Gas3; ... >> ... | Gas4 >> ?€?| Gas5 | ... ]	Perovskite. Deposition. Solvents [Sol.1; Sol.2 >> Sol.3; ... >> ... | Sol.4 >> ?€?| Sol.5 | ... ]	Perovskite. Deposition. Solvents. Mixing ratios [V1; V2 >> V3; V4 >> ... | V5; V6 >> ?€?| 1 | ... ]	Perovskite. Deposition. Quenching induced crystallisation [TRUE/FALSE]	Perovskite. Deposition. Thermal annealing. Temperature [T1; T2 >> T3; ... >> ... | T4 >> ?€?| T5 | ... ] [deg. C]	Perovskite. Deposition. Thermal annealing. Time [t1; t2 >> t3; ... >> ... | t4 >> ?€?| t5 | ... ] [min]	Perovskite. Deposition. Solvent annealing [TRUE/FALSE]	HTL. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...]	HTL. Additives. Compounds [Addt.1; Addt.2; ... | Addt.3; ?€?| Addt.4 | ... ]	HTL. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> ?€?| Proc. 4 | ... ]	Backcontact. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...]	Backcontact. Thickness. List [Th.1 | Th.2 | ?€?| Th.n ] [nm]	Backcontact. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> ?€?| Proc. 4 | ... ]	Add. Lay. Frontside [TRUE/FALSE]	Add. Lay. Backcontact side [TRUE/FALSE]	Encapsulation [TRUE/FALSE]	JV. Measured [TRUE/FALSE]	JV. Average over N number of cells	JV. Certified values [TRUE/FALSE]	JV. Light. Intensity [mW/cm^2]	JV. Reverse scan. Voc [V]	JV. Reverse scan. Jsc [mA/cm^2]	JV. Reverse scan. FF [number between 0 and 1]	JV. Reverse scan. PCE [%]	JV. Forward scan. Voc [V]	JV. Forward scan. Jsc [mA/cm^2]	JV. Forward scan. FF [number between 0 and 1]	JV. Forward scan. PCE [%]	JV_default_Voc_scan_direction	JV_default_Jsc_scan_direction	JV_default_FF_scan_direction	JV_default_PCE_scan_direction	buffer
122	36	0	Zuo et al.	2016/12/12	Nano Letters	SLG | ITO | SnO2-c | ABA-SAM | Perovskite | Spiro-MeOTAD | Au	0.1031	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	SnO2-c | ABA-SAM	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	75.0 >> 135.0	15.0 >> 15.0	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.04	22	0.72	16.5	1.04	22	0.72	16.5					buffer
123	37	-1	Dai et al.	2021/5/7	Science	SLG | ITO | SnO2 | Perovskite | Spiro-OMeTAD | Au			nip	FALSE	FALSE	FALSE	0	SLG | ITO	SnO2-np	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3	FALSE	FALSE		FALSE	Literature	1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	TRUE	110	50	FALSE	Spiro-MeOTAD	FK209; Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	20	FALSE	100	1.131	23.02	0.774	20.15	1.117	22.99	0.721	18.52					buffer
124	37	0	Dai et al.	2021/5/7	Science	SLG | ITO | SnO2 | H-SAM| Perovskite | Spiro-OMeTAD | Au			nip	FALSE	FALSE	FALSE	0	SLG | ITO	SnO2-np	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3	FALSE	FALSE		FALSE	Literature	1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	TRUE	110	50	FALSE	Spiro-MeOTAD	FK209; Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	20	FALSE	100	1.143	23.18	0.762	20.19	1.142	22.86	0.76	19.84					buffer
125	37	0	Dai et al.	2021/5/7	Science	SLG | ITO | SnO2 | I-SAM| Perovskite | Spiro-OMeTAD | Au			nip	FALSE	FALSE	FALSE	0	SLG | ITO	SnO2-np	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3	FALSE	FALSE		FALSE	Literature	1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	TRUE	110	50	FALSE	Spiro-MeOTAD	FK209; Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	20	FALSE	100	1.185	23.26	0.778	21.44	1.182	23.22	0.759	20.83					buffer
126	38	0	Sun et al.	2021/10/1	Solar RRL	SLG | ITO | MeO-2PACz | Perovskite | C60 | BCP | Ag	0.1		pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.83MA0.17)0.95Pb(I0.82Br0.18)3	FALSE	FALSE		FALSE	Literature	1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	TRUE	100	20	FALSE	none			Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE		FALSE	100	1.094	22.1	0.761	18.4	1.088	22	0.748	17.9					buffer
127	38	0	Sun et al.	2021/10/1	Solar RRL	SLG | ITO | NiOx |MeO-2PACz | Perovskite | C60 | BCP | Ag	0.1		pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.83MA0.17)0.95Pb(I0.82Br0.18)3	FALSE	FALSE		FALSE	Literature	1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	TRUE	100	20	FALSE	NiO-c		Sputtering	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE		FALSE	100	1.115	22.3	0.802	19.9	1.107	22.3	0.804	19.9					buffer
140	42	1	Bing Wang et al.	2021/6/9	Angewandte Chemie	SLG | FTO | TiO2 | Perovskite | CPS | Spiro-MeOTAD | Ag			nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.06FA0.79MA0.15Pb(I0.85Br0.15)3	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1.5	TRUE	100	30	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	120	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.12	24.8	0.73	20.3	1.12	24.8	0.73	20.3					buffer
141	43	0	Asmat Ullah et al.	2021/11/25	Advanced Energy Materials	SLG | FTO | MeO-2PACZ | Perovskite | C60 | Cu			pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60	Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.92MA0.08)Pb(I0.92Br0.08)3	FALSE	FALSE	1.56	FALSE	UPS	1	Spin-coating	Liquid	N2	DMF;DMSO	4;1	TRUE	100	30	FALSE	MeO-2PACz	Undoped	Spin-coating	Cu	90	Evaporation	FALSE	TRUE	FALSE	TRUE	1	FALSE	100	1.06	24.96	0.8	21.16	1.06	24.96	0.8	21.16					buffer
142	43	0	Asmat Ullah et al.	2021/11/25	Advanced Energy Materials	SLG | FTO | Br-2EPT | Perovskite | C60 | Cu			pin	FALSE	FALSE	FALSE	0	SLG | FTO	C60	Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.92MA0.08)Pb(I0.92Br0.08)3	FALSE	FALSE	1.56	FALSE	UPS	1	Spin-coating	Liquid	N2	DMF;DMSO	4;1	TRUE	100	30	FALSE	Br-2PACz	Undoped	Spin-coating	Cu	90	Evaporation	FALSE	TRUE	FALSE	TRUE	1	FALSE	100	1.09	25.11	0.82	22.44	1.09	25.11	0.82	22.44					buffer
145	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | DTAB | Ag	0.12	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60 | DTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	150	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.02	15.65	0.44	7.03	1.02	15.65	0.44	7.03					buffer
146	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | MUTAB | Ag	0.12	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60 | MUTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	150	Evaporation	FALSE	FALSE	FALSE	TRUE	50	FALSE	100	1.02	20.66	0.735	15.5	1.02	20.66	0.735	15.5					buffer
147	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | DTAB | Ag	0.12	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60 | DTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	150	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.02	15.65	0.44	7.03	1.02	15.65	0.44	7.03					buffer
148	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | MUTAB | Ag	0.12	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60 | MUTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	150	Evaporation	FALSE	FALSE	FALSE	TRUE	50	FALSE	100	1.02	20.66	0.735	15.5	1.02	20.66	0.735	15.5					buffer
153	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | DTAB | Ag	0.12	0	pin	FALSE	TRUE	FALSE	0	SLG | ITO	PCBM-60 | DTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	16	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1	14.07	0.45	6.43	1	14.07	0.45	6.43					buffer
154	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | MUTAB | Ag	0.12	0	pin	FALSE	TRUE	FALSE	0	SLG | ITO	PCBM-60 | MUTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	4	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	0.93	11.1	0.548	5.63	0.93	11.1	0.548	5.63					buffer
155	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | MUTAB | Ag	0.12	0	pin	FALSE	TRUE	FALSE	0	SLG | ITO	PCBM-60 | MUTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	8	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1	15.87	0.699	11.04	1	15.87	0.699	11.04					buffer
156	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | MUTAB | Ag	0.12	0	pin	FALSE	TRUE	FALSE	0	SLG | ITO	PCBM-60 | MUTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	12	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.01	17.98	0.72	13.08	1.01	17.98	0.72	13.08					buffer
157	45	1	Janardan Dagar	2015/9/21	Chemistry of Materials	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | MUTAB | Ag	0.12	0	pin	FALSE	TRUE	FALSE	0	SLG | ITO	PCBM-60 | MUTAB	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	10.0 >> 120.0	FALSE	PEDOT:PSS		Spin-coating	Ag	16	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.01	19.65	0.73	14.58	1.01	19.65	0.73	14.58					buffer
158	46	-1	Zhang et al.	2021/9/29	Advanced Energy Materials	SLG | FTO | NiO-c | Perovskite | PCBM | BCP | Ag			pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | BCP	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3	FALSE	FALSE		FALSE	Literature	1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	TRUE	100	60	FALSE	NiO-c		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	32	FALSE	100	1.12	23.06	0.7801	20.15	1.11	23.02	0.7698	19.67					buffer
159	46	1	Zhang et al.	2021/9/29	Advanced Energy Materials	SLG | FTO | NiO-c | Perovskite | PFDT | PCBM | BCP | Ag			pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | BCP	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3	FALSE	FALSE		FALSE	Literature	1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	TRUE	100	60	FALSE	NiO-c		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	32	FALSE	100	1.16	23.48	0.8	21.79	1.15	23.35	0.7985	21.44					buffer
160	25	-1	Marta Valles-Pelarda et al.	2016/10/31		SLG | FTO | c-TiO2 | mp-TiO2 | Perovskite | Spiro-OMeTAD | Au	0.089	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE		FALSE		2	Spin-coating 	Liquid	Air	DMF	1	FALSE	100	90	FALSE	Spiro-MeOTAD	Li-TFSI	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.909	19.8	0.754	13.5	0.827	19.3	0.634	10.1					buffer
161	25	1	Marta Valles-Pelarda et al.	2016/10/31		SLG | FTO | c-TiO2 | mp-TiO2 | 3 | Perovskite | Spiro-OMeTAD | Au	0.089	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE		FALSE		2	Spin-coating	Liquid	Air	DMF	1	FALSE	100	90	FALSE	Spiro-MeOTAD	Li-TFSI	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.822	19.2	0.714	11.2	0.797	18.7	0.703	10.47					buffer
165	25	0	Marta Valles-Pelarda et al.	2016/10/31		SLG | FTO | c-TiO2 | mp-TiO2 | 1 | Perovskite | Spiro-OMeTAD | Au	0.089	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE		FALSE		2	Spin-coating	Liquid	Air	DMF	1	FALSE	100	90	FALSE	Spiro-MeOTAD	Li-TFSI	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.78	18.1	0.63	8.9	0.779	16.6	0.714	9.2					buffer
166	25	0	Marta Valles-Pelarda et al.	2016/10/31		SLG | FTO |  mp-TiO2 | 1 | Perovskite | Spiro-OMeTAD | Au	0.089	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE		FALSE		2	Spin-coating	Liquid	Air	DMF	1	FALSE	100	90	FALSE	Spiro-MeOTAD	Li-TFSI	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.753	17.4	0.64	8.4	0.708	14	0.43	4.4					buffer
